Transaction ID,Date,Timestamp,Tax Status,Transaction Type,Refund Type,Product Title,Product ID,Product Type,SKU ID,Hardware,Country of Buyer,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan ID,Offer ID
GPA.3318-7875-5833-47072,2021-10-16,3:00:24 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beryllium,US,NH,03038,USD,5.49,0.86215,EUR,4.73,,
GPA.3318-7875-5833-47072,2021-10-16,3:00:24 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beryllium,US,NH,03038,USD,-0.82,0.86215,EUR,-0.71,,
GPA.3327-2711-8868-35387,2021-10-16,3:42:12 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mdh5lm,US,SC,29607,USD,5.49,0.86215,EUR,4.73,,
GPA.3327-2711-8868-35387,2021-10-16,3:42:12 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mdh5lm,US,SC,29607,USD,-0.82,0.86215,EUR,-0.71,,
GPA.3387-3931-5000-69975,2021-10-16,5:12:39 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,star2qlteue,US,TX,77316,USD,3.49,0.86215,EUR,3.01,,
GPA.3387-3931-5000-69975,2021-10-16,5:12:39 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,star2qlteue,US,TX,77316,USD,-0.52,0.86215,EUR,-0.45,,
GPA.3371-7301-0648-23343,2021-10-16,8:24:08 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,caymanlm,CA,NB,E2M 1V5,CAD,7.49,0.69705,EUR,5.22,,
GPA.3371-7301-0648-23343,2021-10-16,8:24:08 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,caymanlm,CA,NB,E2M 1V5,CAD,-1.12,0.69705,EUR,-0.78,,
GPA.3320-4521-0332-29152,2021-10-16,8:33:48 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,banon_cheets,US,FL,33810,USD,5.49,0.86215,EUR,4.73,,
GPA.3320-4521-0332-29152,2021-10-16,8:33:48 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,banon_cheets,US,FL,33810,USD,-0.82,0.86215,EUR,-0.71,,
GPA.3318-2251-6423-33641,2021-10-16,10:54:51 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,U705AA,US,MI,49120,USD,3.49,0.86215,EUR,3.01,,
GPA.3318-2251-6423-33641,2021-10-16,10:54:51 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,U705AA,US,MI,49120,USD,-0.52,0.86215,EUR,-0.45,,
GPA.3370-1830-0003-46608,2021-10-16,11:27:41 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,q2q,BE,,3545,EUR,3.5,1.0,EUR,3.5,,
GPA.3371-3098-4621-29793,2021-10-16,11:53:50 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a32x,US,UT,84093,USD,3.49,0.86215,EUR,3.01,,
GPA.3371-3098-4621-29793,2021-10-16,11:53:50 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a32x,US,UT,84093,USD,-0.52,0.86215,EUR,-0.45,,
GPA.3362-1551-5453-74885,2021-10-16,12:55:04 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,x1q,US,KS,66604,USD,3.49,0.86215,EUR,3.01,,
GPA.3362-1551-5453-74885,2021-10-16,12:55:04 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,x1q,US,KS,66604,USD,-0.52,0.86215,EUR,-0.45,,
GPA.3322-4206-4233-69383,2021-10-16,1:42:59 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c1q,US,WA,98270,USD,5.49,0.86215,EUR,4.73,,
GPA.3322-4206-4233-69383,2021-10-16,1:42:59 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c1q,US,WA,98270,USD,-0.82,0.86215,EUR,-0.71,,
GPA.3368-0181-9335-81289,2021-10-16,2:17:46 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,nairo,US,AZ,85128,USD,3.49,0.86215,EUR,3.01,,
GPA.3368-0181-9335-81289,2021-10-16,2:17:46 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,nairo,US,AZ,85128,USD,-0.52,0.86215,EUR,-0.45,,
GPA.3323-1231-9590-80666,2021-10-16,4:44:43 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,p3q,US,CA,94052,USD,3.49,0.86215,EUR,3.01,,
GPA.3323-1231-9590-80666,2021-10-16,4:44:43 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,p3q,US,CA,94052,USD,-0.52,0.86215,EUR,-0.45,,
GPA.3370-1971-5944-19705,2021-10-16,4:53:08 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,CA,94052,USD,5.49,0.86215,EUR,4.73,,
GPA.3370-1971-5944-19705,2021-10-16,4:53:08 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,CA,94052,USD,-0.82,0.86215,EUR,-0.71,,
GPA.3364-5386-9801-51624,2021-10-16,9:40:01 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,AK,99687,USD,5.49,0.86215,EUR,4.73,,
GPA.3364-5386-9801-51624,2021-10-16,9:40:01 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,AK,99687,USD,-0.82,0.86215,EUR,-0.71,,
GPA.3336-1413-4920-07726,2021-10-16,9:40:22 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqlteue,US,AK,99502,USD,5.49,0.86215,EUR,4.73,,
GPA.3336-1413-4920-07726,2021-10-16,9:40:22 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqlteue,US,AK,99502,USD,-0.82,0.86215,EUR,-0.71,,
GPA.3393-5710-1797-25144,2021-10-16,9:43:24 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqlteue,US,AK,99502,USD,5.49,0.86215,EUR,4.73,,
GPA.3393-5710-1797-25144,2021-10-16,9:43:24 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqlteue,US,AK,99502,USD,-0.82,0.86215,EUR,-0.71,,
GPA.3333-7231-6241-74606,2021-10-16,9:58:10 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c2q,US,AK,99623,USD,3.49,0.86215,EUR,3.01,,
GPA.3333-7231-6241-74606,2021-10-16,9:58:10 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c2q,US,AK,99623,USD,-0.52,0.86215,EUR,-0.45,,
GPA.3320-2963-0547-39992,2021-10-16,10:41:46 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,AR,72865,USD,5.49,0.86215,EUR,4.73,,
GPA.3320-2963-0547-39992,2021-10-16,10:41:46 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,AR,72865,USD,-0.82,0.86215,EUR,-0.71,,
GPA.3339-3467-4743-23244,2021-10-16,11:43:38 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,o1q,US,LA,70726,USD,3.49,0.86215,EUR,3.01,,
GPA.3339-3467-4743-23244,2021-10-16,11:43:38 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,o1q,US,LA,70726,USD,-0.52,0.86215,EUR,-0.45,,
GPA.3390-5131-3447-76442,2021-10-17,9:47:20 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2q,US,TX,77001,USD,5.49,0.86215,EUR,4.73,,
GPA.3390-5131-3447-76442,2021-10-17,9:47:20 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2q,US,TX,77001,USD,-0.82,0.86215,EUR,-0.71,,
GPA.3386-5918-6995-18119,2021-10-17,11:20:45 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,sargo,US,UT,84128,USD,3.49,0.86215,EUR,3.01,,
GPA.3386-5918-6995-18119,2021-10-17,11:20:45 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,sargo,US,UT,84128,USD,-0.52,0.86215,EUR,-0.45,,
GPA.3317-1023-2941-86689,2021-10-17,11:46:52 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crosshatch,US,TX,79106,USD,5.49,0.86215,EUR,4.73,,
GPA.3317-1023-2941-86689,2021-10-17,11:46:52 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crosshatch,US,TX,79106,USD,-0.82,0.86215,EUR,-0.71,,
GPA.3358-2017-2480-43707,2021-10-17,2:20:48 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,alphalm,US,IN,47060,USD,5.49,0.86255,EUR,4.74,,
GPA.3358-2017-2480-43707,2021-10-17,2:20:48 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,alphalm,US,IN,47060,USD,-0.82,0.86255,EUR,-0.71,,
GPA.3341-2486-8641-42935,2021-10-17,3:07:08 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a11q,US,IN,47043,USD,5.49,0.86255,EUR,4.74,,
GPA.3341-2486-8641-42935,2021-10-17,3:07:08 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a11q,US,IN,47043,USD,-0.82,0.86255,EUR,-0.71,,
GPA.3385-5420-4494-77312,2021-10-17,3:07:45 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a11q,US,IN,47043,USD,3.49,0.86255,EUR,3.01,,
GPA.3385-5420-4494-77312,2021-10-17,3:07:45 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a11q,US,IN,47043,USD,-0.52,0.86255,EUR,-0.45,,
GPA.3301-6454-8158-95997,2021-10-17,4:23:51 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,b2q,US,NC,28073,USD,5.49,0.862,EUR,4.73,,
GPA.3301-6454-8158-95997,2021-10-17,4:23:51 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,b2q,US,NC,28073,USD,-0.82,0.862,EUR,-0.71,,
GPA.3361-9313-6668-82341,2021-10-17,11:37:27 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a51,DE,,10369,EUR,3.56,1.0,EUR,3.56,,
GPA.3396-0585-9771-87773,2021-10-18,4:07:21 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mdh10xlm,US,SC,29126,USD,5.49,0.8634,EUR,4.74,,
GPA.3396-0585-9771-87773,2021-10-18,4:07:21 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mdh10xlm,US,SC,29126,USD,-0.82,0.8634,EUR,-0.71,,
GPA.3385-8770-2615-18952,2021-10-18,11:21:44 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,bolt,US,AR,72714,USD,5.49,0.86055,EUR,4.72,,
GPA.3385-8770-2615-18952,2021-10-18,11:21:44 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,bolt,US,AR,72714,USD,-0.82,0.86055,EUR,-0.71,,
GPA.3310-9119-7687-36785,2021-10-18,11:22:33 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,bolt,US,AR,72714,USD,3.49,0.86055,EUR,3.0,,
GPA.3310-9119-7687-36785,2021-10-18,11:22:33 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,bolt,US,AR,72714,USD,-0.52,0.86055,EUR,-0.45,,
GPA.3369-8167-2627-57688,2021-10-18,11:54:43 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,kiev,US,VT,05468,USD,3.49,0.86055,EUR,3.0,,
GPA.3369-8167-2627-57688,2021-10-18,11:54:43 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,kiev,US,VT,05468,USD,-0.52,0.86055,EUR,-0.45,,
GPA.3374-6690-6577-50153,2021-10-18,4:14:07 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,X606F,US,LA,71409,USD,3.49,0.86115,EUR,3.01,,
GPA.3374-6690-6577-50153,2021-10-18,4:14:07 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,X606F,US,LA,71409,USD,-0.52,0.86115,EUR,-0.45,,
GPA.3337-5394-7292-50737,2021-10-18,7:01:32 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,river,US,NY,14617,USD,5.49,0.8602,EUR,4.72,,
GPA.3337-5394-7292-50737,2021-10-18,7:01:32 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,river,US,NY,14617,USD,-0.82,0.8602,EUR,-0.71,,
GPA.3308-8934-0469-98210,2021-10-18,7:02:04 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,river,US,NY,14617,USD,3.49,0.8602,EUR,3.0,,
GPA.3308-8934-0469-98210,2021-10-18,7:02:04 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,river,US,NY,14617,USD,-0.52,0.8602,EUR,-0.45,,
GPA.3380-7656-9649-54147,2021-10-18,10:52:22 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a70q,DE,,72770,EUR,3.56,1.0,EUR,3.56,,
GPA.3322-2406-7843-85463,2021-10-18,11:15:41 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,HWLYA,SE,,21443,SEK,21.08,0.099528,EUR,2.1,,
GPA.3332-7104-2382-01351,2021-10-18,11:16:11 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,HWLYA,SE,,21443,SEK,33.32,0.099528,EUR,3.32,,
GPA.3363-9381-7698-89467,2021-10-19,4:36:54 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,sweet,PL,,03-164,PLN,8.98,0.21872,EUR,1.96,,
GPA.3332-6853-1300-84940,2021-10-19,6:39:51 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,blueline,US,OK,73003,USD,5.49,0.85795,EUR,4.71,,
GPA.3332-6853-1300-84940,2021-10-19,6:39:51 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,blueline,US,OK,73003,USD,-0.82,0.85795,EUR,-0.7,,
GPA.3363-9943-1950-08355,2021-10-19,9:16:35 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,rav,US,NJ,08724,USD,3.49,0.8588,EUR,3.0,,
GPA.3363-9943-1950-08355,2021-10-19,9:16:35 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,rav,US,NJ,08724,USD,-0.52,0.8588,EUR,-0.45,,
GPA.3374-9759-4725-90770,2021-10-19,9:54:10 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qltesq,US,MT,59934,USD,5.49,0.8588,EUR,4.71,,
GPA.3374-9759-4725-90770,2021-10-19,9:54:10 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qltesq,US,MT,59934,USD,-0.82,0.8588,EUR,-0.7,,
GPA.3348-3136-9310-18671,2021-10-19,2:30:18 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,dreamqltesq,US,NY,12549,USD,5.49,0.8595,EUR,4.72,,
GPA.3348-3136-9310-18671,2021-10-19,2:30:18 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,dreamqltesq,US,NY,12549,USD,-0.82,0.8595,EUR,-0.7,,
GPA.3394-8328-8294-47047,2021-10-19,5:57:13 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,WA,98403,USD,5.49,0.85945,EUR,4.72,,
GPA.3394-8328-8294-47047,2021-10-19,5:57:13 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,WA,98403,USD,-0.82,0.85945,EUR,-0.7,,
GPA.3352-5846-5274-15688,2021-10-19,10:21:44 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a50,US,AZ,85138,USD,3.49,0.85865,EUR,3.0,,
GPA.3352-5846-5274-15688,2021-10-19,10:21:44 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a50,US,AZ,85138,USD,-0.52,0.85865,EUR,-0.45,,
GPA.3348-2027-3824-35706,2021-10-20,3:31:24 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,hero2lte,DE,,65201,EUR,3.56,1.0,EUR,3.56,,
GPA.3378-8320-4471-88216,2021-10-20,3:32:25 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2xq2,US,MT,59901,USD,5.49,0.85815,EUR,4.71,,
GPA.3378-8320-4471-88216,2021-10-20,3:32:25 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2xq2,US,MT,59901,USD,-0.82,0.85815,EUR,-0.7,,
GPA.3347-0234-4398-82086,2021-10-20,4:09:45 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,star2qltesq,US,OH,44054,USD,3.49,0.85835,EUR,3.0,,
GPA.3347-0234-4398-82086,2021-10-20,4:09:45 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,star2qltesq,US,OH,44054,USD,-0.52,0.85835,EUR,-0.45,,
GPA.3387-8299-9431-27318,2021-10-20,10:43:56 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus8T,GB,,CH46 3RH,GBP,2.97,1.1857,EUR,3.52,,
GPA.3398-6357-9200-30389,2021-10-21,5:35:30 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,MO,65202,USD,5.49,0.8591,EUR,4.72,,
GPA.3398-6357-9200-30389,2021-10-21,5:35:30 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,MO,65202,USD,-0.82,0.8591,EUR,-0.7,,
GPA.3380-7672-9599-81848,2021-10-21,11:26:24 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond0q,US,CO,80110,USD,5.49,0.8594,EUR,4.72,,
GPA.3380-7672-9599-81848,2021-10-21,11:26:24 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond0q,US,CO,80110,USD,-0.82,0.8594,EUR,-0.7,,
GPA.3345-5922-2433-84247,2021-10-21,10:25:20 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a21,US,TX,78261,USD,5.49,0.85995,EUR,4.72,,
GPA.3345-5922-2433-84247,2021-10-21,10:25:20 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a21,US,TX,78261,USD,-0.82,0.85995,EUR,-0.71,,
GPA.3329-9494-0866-63901,2021-10-22,4:33:34 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,y2q,US,MN,56082,USD,3.49,0.85885,EUR,3.0,,
GPA.3329-9494-0866-63901,2021-10-22,4:33:34 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,y2q,US,MN,56082,USD,-0.52,0.85885,EUR,-0.45,,
GPA.3322-2304-3969-77524,2021-10-22,12:40:59 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a6eltemtr,US,TX,76116,USD,5.49,0.8598,EUR,4.72,,
GPA.3322-2304-3969-77524,2021-10-22,12:40:59 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a6eltemtr,US,TX,76116,USD,-0.82,0.8598,EUR,-0.71,,
GPA.3310-6727-4195-54340,2021-10-22,11:15:32 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,1906,MY,SELANGOR,46150,MYR,21.69,0.20689,EUR,4.49,,
GPA.3310-6727-4195-54340,2021-10-22,11:15:32 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,1906,MY,SELANGOR,46150,MYR,-3.25,0.20689,EUR,-0.67,,
GPA.3348-8338-1051-75954,2021-10-22,11:16:40 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,1906,MY,SELANGOR,46150,MYR,13.2,0.20689,EUR,2.73,,
GPA.3348-8338-1051-75954,2021-10-22,11:16:40 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,1906,MY,SELANGOR,46150,MYR,-1.98,0.20689,EUR,-0.41,,
GPA.3348-4047-4200-17640,2021-10-23,12:59:54 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,denver,US,AZ,86314,USD,3.49,0.8587,EUR,3.0,,
GPA.3348-4047-4200-17640,2021-10-23,12:59:54 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,denver,US,AZ,86314,USD,-0.52,0.8587,EUR,-0.45,,
GPA.3316-7204-9051-83741,2021-10-23,5:18:22 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,WSP_sprout,CH,,7220,CHF,5.6,0.9377,EUR,5.25,,
GPA.3316-7204-9051-83741,2021-10-23,5:18:22 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,WSP_sprout,CH,,7220,CHF,-0.84,0.9377,EUR,-0.79,,
GPA.3384-8618-3975-66566,2021-10-23,5:20:42 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,f2q,AU,,4350,AUD,4.35,0.64123,EUR,2.79,,
GPA.3384-8618-3975-66566,2021-10-23,5:20:42 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,f2q,AU,,4350,AUD,-0.65,0.64123,EUR,-0.42,,
GPA.3340-2176-0110-76088,2021-10-23,2:38:22 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,lake_n,US,OK,74338,USD,5.49,0.8587,EUR,4.71,,
GPA.3340-2176-0110-76088,2021-10-23,2:38:22 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,lake_n,US,OK,74338,USD,-0.82,0.8587,EUR,-0.7,,
