Transaction ID,Date,Timestamp,Tax Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer,Base Plan ID,Offer ID
GPA.3313-9841-5092-97145,2021-11-23,1637685419,Charged,gts7xlwifi,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.0,5.49,BUENA VISTA,CO,81211,US,,
GPA.3320-4600-0363-94482,2021-11-23,1637708015,Charged,gts7fewifi,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.29,3.78,UNINCORPORATED,TX,78114,US,,
GPA.3369-2095-0254-30858,2021-11-23,1637711987,Charged,a71xq,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.29,3.78,Orange,TX,77632,US,,
GPA.3337-4245-6836-48908,2021-11-24,1637715036,Charged,crownqltesq,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.21,3.70,ankeny,IA,50023,US,,
GPA.3370-0145-6808-06594,2021-11-24,1637722598,Charged,a52xq,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.4,5.89,HARRISVILLE,UT,84414,US,,
GPA.3326-3892-5889-21686,2021-11-24,1637722846,Charged,cv7a,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.34,5.83,VIDOR,TX,77677,US,,
GPA.3319-7878-5348-86515,2021-11-24,1637760702,Charged,a71,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,GBP,1.16,0.43,1.59,,,,GB,,
GPA.3316-9706-3045-21552,2021-11-24,1637776722,Charged,beyond2q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.0,3.49,Medford,OR,97501,US,,
GPA.3369-7886-0139-81600,2021-11-24,1637782669,Charged,z3q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.49,5.98,MONTESANO,WA,98563,US,,
GPA.3334-5313-1238-11839,2021-11-25,1637807362,Charged,y2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.38,5.87,Jacksonville,NC,28546,US,,
GPA.3357-2387-7335-03028,2021-11-25,1637819374,Charged,beyond2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.0,5.49,LAS VEGAS,NV,89119,US,,
GPA.3352-3672-9946-61728,2021-11-25,1637866213,Charged,c2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.38,5.87,UNINCORPORATED,MS,39759,US,,
GPA.3359-3541-5651-25195,2021-11-25,1637875640,Charged,gta7litewifi,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.0,5.49,SAVANNAH,GA,31401,US,,
GPA.3336-3470-0351-63798,2021-11-25,1637875691,Charged,gta7litewifi,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.0,3.49,SAVANNAH,GA,31401,US,,
GPA.3336-8481-3723-72306,2021-11-25,1637884323,Charged,mido,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,EUR,4.02,0.97,4.99,,,,GR,,
GPA.3313-1736-2474-32653,2021-11-25,1637884388,Charged,mido,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,EUR,2.41,0.58,2.99,,,,GR,,
GPA.3366-4316-7787-39646,2021-11-26,1637927941,Charged,dreamlte,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,EUR,2.51,0.48,2.99,,,,DE,,
GPA.3354-6967-2496-36240,2021-11-26,1637942845,Charged,r8q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.25,3.74,JAMESVILLE,NC,27846,US,,
GPA.3300-6294-0772-10523,2021-11-26,1637957804,Charged,smith,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.38,5.87,Saratoga Springs,NY,12866,US,,
GPA.3330-6463-4409-70609,2021-11-26,1637960468,Charged,OnePlusN10TMO,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.0,5.49,MUSTANG,OK,73099,US,,
GPA.3392-9233-0036-14108,2021-11-26,1637968089,Charged,a71,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,GBP,3.49,0.7,4.19,,,,GB,,
GPA.3313-4686-6837-85419,2021-11-27,1637974464,Charged,ASUS_I003_1,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,EUR,4.06,0.93,4.99,,,,PT,,
GPA.3390-9360-4821-59781,2021-11-27,1637987790,Charged,beyond1q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.0,5.49,ANDERSON,MO,64850,US,,
GPA.3316-2034-9966-80432,2021-11-27,1638032830,Charged,foles,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.3,5.79,Elkhorn,WI,53121,US,,
GPA.3300-9537-9085-65368,2021-11-27,1638043199,Charged,starlte,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,GBP,3.49,0.7,4.19,,,,GB,,
GPA.3389-7516-8890-59038,2021-11-27,1638051719,Charged,a51,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.24,3.73,COHASSET,MN,55744,US,,
GPA.3310-3452-8393-30224,2021-11-27,1638051734,Charged,a51,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.38,5.87,COHASSET,MN,55744,US,,
GPA.3339-8056-4628-00694,2021-11-27,1638055902,Charged,duo,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.17,3.66,Wahiawa,HI,96786,US,,
GPA.3319-0369-1593-10953,2021-11-28,1638058280,Charged,d2xq2,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.0,5.49,BYRNES MILL,MO,63051,US,,
GPA.3314-6859-4715-96354,2021-11-28,1638058290,Charged,d2xq2,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.0,3.49,BYRNES MILL,MO,63051,US,,
GPA.3374-8871-7120-38658,2021-11-28,1638058341,Charged,mdh50lm,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.33,5.82,HOPKINSVILLE,KY,42240,US,,
GPA.3356-6071-8935-05143,2021-11-28,1638059673,Charged,beyond1q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.39,5.88,BERNALILLO,NM,87144,US,,
GPA.3327-4791-6520-13772,2021-11-28,1638061003,Charged,greatqlteue,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.0,5.49,crawfordville,FL,32327,US,,
GPA.3361-7389-5975-15851,2021-11-28,1638063658,Charged,OnePlusN200TMO,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.0,3.49,Vero Beach,FL,32962,US,,
GPA.3313-4686-6837-85419,2021-11-28,1638065552,Refund,ASUS_I003_1,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,EUR,4.06,-0.93,-4.99,,,,PT,,
GPA.3375-8199-3756-98619,2021-11-28,1638092794,Charged,def,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,EUR,2.47,0.52,2.99,,,,NL,,
GPA.3376-0192-9232-78628,2021-11-28,1638093452,Charged,def,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,EUR,4.12,0.87,4.99,,,,NL,,
GPA.3370-2852-8849-12167,2021-11-28,1638100056,Charged,dreamqltesq,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.22,3.71,TYLER,TX,75733,US,,
GPA.3310-5677-6864-35918,2021-11-28,1638122243,Charged,r8q,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.0,3.49,GALES CREEK,OR,97117,US,,
GPA.3345-6600-3772-05732,2021-11-28,1638136088,Charged,gracerlte,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,PLN,10.56,2.43,12.99,,,,PL,,
GPA.3358-0822-2464-86515,2021-11-29,1638149903,Charged,joyeuse,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,MXN,56.03,8.97,65.00,,,64000,MX,,
GPA.3381-8568-1678-81334,2021-11-29,1638157746,Charged,o1q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.0,5.49,COWETA,OK,74429,US,,
GPA.3379-0285-0072-29253,2021-11-29,1638174597,Charged,beyond1q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.36,5.85,Toquerville,UT,84774,US,,
GPA.3307-4040-8130-25428,2021-11-29,1638190599,Charged,q2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.33,5.82,HAGERSTOWN,MD,21740,US,,
GPA.3362-7358-1469-85653,2021-11-29,1638203425,Charged,IRM_sprout,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,EUR,4.12,0.87,4.99,,,,NL,,
GPA.3313-1439-0179-88175,2021-11-29,1638203488,Charged,IRM_sprout,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,EUR,2.47,0.52,2.99,,,,NL,,
GPA.3390-9330-1810-80705,2021-11-29,1638204368,Charged,alphalm,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.0,5.49,DOVER,DE,19904,US,,
GPA.3365-2907-9900-02081,2021-11-29,1638204390,Charged,alphalm,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,USD,3.49,0.0,3.49,DOVER,DE,19904,US,,
GPA.3307-1025-7706-47950,2021-11-29,1638204880,Charged,gts7fewifi,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.45,5.94,UNINCORPORATED,TX,78114,US,,
GPA.3302-3901-9841-02701,2021-11-29,1638217296,Charged,j5xnlte,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,GBP,3.49,0.7,4.19,,,,GB,,
GPA.3381-7812-0815-17272,2021-11-29,1638224713,Charged,kukui_cheets,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,premium,EUR,2.45,0.54,2.99,,,,IT,,
GPA.3350-9996-1022-97171,2021-11-30,1638284349,Charged,p3q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.48,5.97,TUCSON,AZ,85708,US,,
GPA.3343-3489-2344-09910,2021-11-30,1638295002,Charged,bonito,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,CAD,7.49,0.37,7.86,Calgary,AB,T2K 4B3,CA,,
GPA.3316-1599-5968-25861,2021-11-30,1638300471,Charged,o1q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.0,5.49,COVINA,CA,91723,US,,
GPA.3392-6472-9239-30264,2021-11-30,1638303169,Charged,beyond2q,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,inapp,unlockcharactermanager,USD,5.49,0.42,5.91,Tecumseh,KS,66542,US,,
