Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
GPA.3303-0321-1073-23061,"Aug 1, 2021",7:50:28 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,davinci,RU,Ярославская область,150029,RUB,299.17,0.01152,EUR,3.45
GPA.3303-0321-1073-23061,"Aug 1, 2021",7:50:28 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,davinci,RU,Ярославская область,150029,RUB,-44.88,0.01152,EUR,-0.52
GPA.3379-1158-7918-95391,"Aug 1, 2021",7:53:58 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,davinci,RU,Ярославская область,150029,RUB,190.83,0.01152,EUR,2.2
GPA.3379-1158-7918-95391,"Aug 1, 2021",7:53:58 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,davinci,RU,Ярославская область,150029,RUB,-28.62,0.01152,EUR,-0.33
GPA.3305-1973-4315-68393,"Aug 1, 2021",9:55:28 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,dream2qltesq,US,OR,97478,USD,5.49,0.8424,EUR,4.62
GPA.3305-1973-4315-68393,"Aug 1, 2021",9:55:28 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,dream2qltesq,US,OR,97478,USD,-0.82,0.8424,EUR,-0.69
GPA.3339-4925-1434-79167,"Aug 2, 2021",3:08:16 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,p3s,GB,,BS3 5AB,GBP,1.84,1.1712,EUR,2.15
GPA.3394-7353-2042-75984,"Aug 2, 2021",9:08:51 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,IRM_sprout,GB,,BN13 2BS,GBP,1.84,1.1697,EUR,2.15
GPA.3341-6722-7724-16867,"Aug 2, 2021",10:55:01 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,p3q,CA,BC,V2J1L8,CAD,4.49,0.67375,EUR,3.03
GPA.3341-6722-7724-16867,"Aug 2, 2021",10:55:01 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,p3q,CA,BC,V2J1L8,CAD,-0.67,0.67375,EUR,-0.45
GPA.3357-7742-8244-44929,"Aug 2, 2021",11:48:07 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2q,US,PA,15938,USD,5.49,0.8425,EUR,4.63
GPA.3357-7742-8244-44929,"Aug 2, 2021",11:48:07 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2q,US,PA,15938,USD,-0.82,0.8425,EUR,-0.69
GPA.3380-4406-9126-68824,"Aug 2, 2021",11:50:38 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,d2q,US,PA,15938,USD,3.49,0.8425,EUR,2.94
GPA.3380-4406-9126-68824,"Aug 2, 2021",11:50:38 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,d2q,US,PA,15938,USD,-0.52,0.8425,EUR,-0.44
GPA.3380-3625-4201-30615,"Aug 2, 2021",11:53:18 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,AK,99709,USD,5.49,0.8425,EUR,4.63
GPA.3380-3625-4201-30615,"Aug 2, 2021",11:53:18 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,AK,99709,USD,-0.82,0.8425,EUR,-0.69
GPA.3372-2617-2416-99967,"Aug 2, 2021",6:55:05 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,ASUS_I003_1,US,IN,47130,USD,5.49,0.8421,EUR,4.62
GPA.3372-2617-2416-99967,"Aug 2, 2021",6:55:05 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,ASUS_I003_1,US,IN,47130,USD,-0.82,0.8421,EUR,-0.69
GPA.3312-6287-2184-08011,"Aug 2, 2021",7:24:43 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,nobleltevzw,US,FL,33936,USD,5.49,0.8423,EUR,4.62
GPA.3312-6287-2184-08011,"Aug 2, 2021",7:24:43 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,nobleltevzw,US,FL,33936,USD,-0.82,0.8423,EUR,-0.69
GPA.3372-6582-2271-70737,"Aug 2, 2021",7:41:06 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a50,AU,,6000,AUD,4.35,0.62082,EUR,2.7
GPA.3372-6582-2271-70737,"Aug 2, 2021",7:41:06 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a50,AU,,6000,AUD,-0.65,0.62082,EUR,-0.4
GPA.3305-6716-8993-37156,"Aug 2, 2021",9:27:33 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,blueline,US,ME,04005,USD,3.49,0.8424,EUR,2.94
GPA.3305-6716-8993-37156,"Aug 2, 2021",9:27:33 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,blueline,US,ME,04005,USD,-0.52,0.8424,EUR,-0.44
GPA.3373-4769-5565-82141,"Aug 3, 2021",3:14:38 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus8Pro,NL,,6845EM,EUR,3.5,1.0,EUR,3.5
GPA.3324-0896-3628-01424,"Aug 3, 2021",7:48:13 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,crosshatch,US,OH,45205,USD,3.49,0.84135,EUR,2.94
GPA.3324-0896-3628-01424,"Aug 3, 2021",7:48:13 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,crosshatch,US,OH,45205,USD,-0.52,0.84135,EUR,-0.44
GPA.3312-2192-2884-93537,"Aug 3, 2021",11:40:23 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mh5lm-8m,US,MO,64133,USD,5.49,0.84255,EUR,4.63
GPA.3312-2192-2884-93537,"Aug 3, 2021",11:40:23 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mh5lm-8m,US,MO,64133,USD,-0.82,0.84255,EUR,-0.69
GPA.3366-3241-0969-63801,"Aug 3, 2021",12:44:58 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,crownlte,GB,,CV225JP,GBP,1.84,1.1726,EUR,2.16
GPA.3331-1288-8171-77293,"Aug 3, 2021",12:55:14 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a71xq,US,PA,19031,USD,3.49,0.84295,EUR,2.94
GPA.3331-1288-8171-77293,"Aug 3, 2021",12:55:14 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a71xq,US,PA,19031,USD,-0.52,0.84295,EUR,-0.44
GPA.3307-5502-1769-06733,"Aug 3, 2021",5:30:46 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a71xq,US,FL,33615,USD,5.49,0.8425,EUR,4.63
GPA.3307-5502-1769-06733,"Aug 3, 2021",5:30:46 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a71xq,US,FL,33615,USD,-0.82,0.8425,EUR,-0.69
GPA.3356-3005-5274-78149,"Aug 3, 2021",7:43:17 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,x1q,US,FL,32824,USD,5.49,0.84295,EUR,4.63
GPA.3356-3005-5274-78149,"Aug 3, 2021",7:43:17 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,x1q,US,FL,32824,USD,-0.82,0.84295,EUR,-0.69
GPA.3393-8612-4238-40507,"Aug 4, 2021",7:14:49 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond1q,US,KS,66102,USD,5.49,0.8411,EUR,4.62
GPA.3393-8612-4238-40507,"Aug 4, 2021",7:14:49 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond1q,US,KS,66102,USD,-0.82,0.8411,EUR,-0.69
GPA.3310-2255-7844-66148,"Aug 4, 2021",11:59:35 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,foles,US,IN,47404,USD,5.49,0.8447,EUR,4.64
GPA.3310-2255-7844-66148,"Aug 4, 2021",11:59:35 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,foles,US,IN,47404,USD,-0.82,0.8447,EUR,-0.69
GPA.3367-4586-5846-00646,"Aug 4, 2021",1:43:44 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,t2q,US,UT,84058,USD,3.49,0.84465,EUR,2.95
GPA.3367-4586-5846-00646,"Aug 4, 2021",1:43:44 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,t2q,US,UT,84058,USD,-0.52,0.84465,EUR,-0.44
GPA.3390-3030-8523-89284,"Aug 4, 2021",2:14:56 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a21s,GB,,DE24 0TZ,GBP,1.84,1.1732,EUR,2.16
GPA.3368-1100-5235-95213,"Aug 4, 2021",6:03:25 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,ginna,US,WY,82609,USD,5.49,0.84475,EUR,4.64
GPA.3368-1100-5235-95213,"Aug 4, 2021",6:03:25 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,ginna,US,WY,82609,USD,-0.82,0.84475,EUR,-0.69
GPA.3368-5443-6977-55206,"Aug 4, 2021",6:06:11 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crownqltesq,US,WY,82609,USD,5.49,0.84475,EUR,4.64
GPA.3368-5443-6977-55206,"Aug 4, 2021",6:06:11 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crownqltesq,US,WY,82609,USD,-0.82,0.84475,EUR,-0.69
GPA.3302-7435-6804-37946,"Aug 4, 2021",6:12:38 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,z3q,US,OR,97526,USD,5.49,0.84475,EUR,4.64
GPA.3302-7435-6804-37946,"Aug 4, 2021",6:12:38 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,z3q,US,OR,97526,USD,-0.82,0.84475,EUR,-0.69
GPA.3355-3254-9907-15164,"Aug 4, 2021",9:26:27 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,phoenix_sprout,CA,QC,J5K 2E8,CAD,7.49,0.6741,EUR,5.05
GPA.3355-3254-9907-15164,"Aug 4, 2021",9:26:27 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,phoenix_sprout,CA,QC,J5K 2E8,CAD,-1.12,0.6741,EUR,-0.75
GPA.3317-2899-2194-37287,"Aug 5, 2021",8:27:04 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cv7a,US,MN,55011,USD,5.49,0.84485,EUR,4.64
GPA.3317-2899-2194-37287,"Aug 5, 2021",8:27:04 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cv7a,US,MN,55011,USD,-0.82,0.84485,EUR,-0.69
GPA.3325-0460-7101-81350,"Aug 5, 2021",8:27:22 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cv7a,US,MN,55011,USD,3.49,0.84485,EUR,2.95
GPA.3325-0460-7101-81350,"Aug 5, 2021",8:27:22 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cv7a,US,MN,55011,USD,-0.52,0.84485,EUR,-0.44
GPA.3398-4051-8565-51463,"Aug 5, 2021",1:25:25 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a71,GB,,KW17 2QS,GBP,1.84,1.1772,EUR,2.17
GPA.3305-8737-1022-45554,"Aug 6, 2021",3:05:09 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,greatqlte,US,TN,37347,USD,5.49,0.8466,EUR,4.65
GPA.3305-8737-1022-45554,"Aug 6, 2021",3:05:09 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,greatqlte,US,TN,37347,USD,-0.82,0.8466,EUR,-0.69
GPA.3355-3254-9907-15164,"Aug 6, 2021",6:21:15 AM PDT,,Charge refund,Full,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,phoenix_sprout,CA,QC,J5K 2E8,CAD,-7.49,0.6741,EUR,-5.05
GPA.3355-3254-9907-15164,"Aug 6, 2021",6:21:15 AM PDT,,Google fee refund,Full,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,phoenix_sprout,CA,QC,J5K 2E8,CAD,1.12,0.6741,EUR,0.75
GPA.3320-3575-2133-32545,"Aug 6, 2021",7:43:54 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,joyeuse,GR,,26331,EUR,2.05,1.0,EUR,2.05
GPA.3357-3772-8682-51294,"Aug 6, 2021",3:34:21 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,ocean,US,WA,98501,USD,5.49,0.8502,EUR,4.67
GPA.3357-3772-8682-51294,"Aug 6, 2021",3:34:21 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,ocean,US,WA,98501,USD,-0.82,0.8502,EUR,-0.7
GPA.3378-3704-0208-72814,"Aug 6, 2021",3:56:10 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlus9,US,WA,98404,USD,3.49,0.8502,EUR,2.97
GPA.3378-3704-0208-72814,"Aug 6, 2021",3:56:10 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlus9,US,WA,98404,USD,-0.52,0.8502,EUR,-0.44
GPA.3360-4859-3841-43798,"Aug 6, 2021",5:18:49 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d1q,US,MI,48198,USD,5.49,0.8502,EUR,4.67
GPA.3360-4859-3841-43798,"Aug 6, 2021",5:18:49 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d1q,US,MI,48198,USD,-0.82,0.8502,EUR,-0.7
GPA.3300-2736-3298-01432,"Aug 6, 2021",6:01:03 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qltesq,US,PA,15650,USD,5.49,0.8502,EUR,4.67
GPA.3300-2736-3298-01432,"Aug 6, 2021",6:01:03 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qltesq,US,PA,15650,USD,-0.82,0.8502,EUR,-0.7
GPA.3379-0338-3854-41322,"Aug 6, 2021",7:15:08 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,redfin,US,OR,97504,USD,5.49,0.8502,EUR,4.67
GPA.3379-0338-3854-41322,"Aug 6, 2021",7:15:08 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,redfin,US,OR,97504,USD,-0.82,0.8502,EUR,-0.7
GPA.3358-2805-1683-40638,"Aug 6, 2021",8:03:20 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond0q,US,NY,12866,USD,3.49,0.8502,EUR,2.97
GPA.3358-2805-1683-40638,"Aug 6, 2021",8:03:20 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond0q,US,NY,12866,USD,-0.52,0.8502,EUR,-0.44
GPA.3365-3504-2727-39426,"Aug 7, 2021",8:43:20 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,gta2xllte,DE,,48691,EUR,3.56,1.0,EUR,3.56
GPA.3359-7927-7314-17637,"Aug 7, 2021",8:44:23 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,gta2xllte,DE,,48691,EUR,2.13,1.0,EUR,2.13
GPA.3393-9810-0263-20327,"Aug 7, 2021",10:58:39 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,VA,23601,USD,3.49,0.8502,EUR,2.97
GPA.3393-9810-0263-20327,"Aug 7, 2021",10:58:39 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,VA,23601,USD,-0.52,0.8502,EUR,-0.44
GPA.3311-9199-8062-35382,"Aug 7, 2021",3:21:20 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,TX,78130,USD,3.49,0.8502,EUR,2.97
GPA.3311-9199-8062-35382,"Aug 7, 2021",3:21:20 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,TX,78130,USD,-0.52,0.8502,EUR,-0.44
GPA.3392-8058-1724-18361,"Aug 7, 2021",3:35:03 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ASUS_X00LD_1,BR,PR,80730000,BRL,12.99,0.16248,EUR,2.11
GPA.3392-8058-1724-18361,"Aug 7, 2021",3:35:03 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ASUS_X00LD_1,BR,PR,80730000,BRL,-1.95,0.16248,EUR,-0.32
GPA.3392-8058-1724-18361,"Aug 7, 2021",3:35:03 PM PDT,Brazil CIDE Withholding Tax,Tax,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ASUS_X00LD_1,BR,PR,80730000,EUR,-0.21,1.0,EUR,-0.21
GPA.3392-8058-1724-18361,"Aug 7, 2021",3:35:03 PM PDT,Brazil CIDE Withholding Tax,Tax,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ASUS_X00LD_1,BR,PR,80730000,EUR,0.03,1.0,EUR,0.03
GPA.3392-8058-1724-18361,"Aug 7, 2021",3:35:03 PM PDT,Brazil IRRF Withholding Tax,Tax,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ASUS_X00LD_1,BR,PR,80730000,EUR,0.05,1.0,EUR,0.05
GPA.3392-8058-1724-18361,"Aug 7, 2021",3:35:03 PM PDT,Brazil IRRF Withholding Tax,Tax,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ASUS_X00LD_1,BR,PR,80730000,EUR,-0.32,1.0,EUR,-0.32
GPA.3362-3811-8465-26809,"Aug 7, 2021",4:18:59 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,pyxis,UA,Луганська область,91000,UAH,149.99,0.031736,EUR,4.76
GPA.3362-3811-8465-26809,"Aug 7, 2021",4:18:59 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,pyxis,UA,Луганська область,91000,UAH,-22.5,0.031736,EUR,-0.71
GPA.3314-4807-4974-43465,"Aug 7, 2021",4:19:12 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,pyxis,UA,Луганська область,91000,UAH,94.99,0.031736,EUR,3.01
GPA.3314-4807-4974-43465,"Aug 7, 2021",4:19:12 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,pyxis,UA,Луганська область,91000,UAH,-14.25,0.031736,EUR,-0.45
GPA.3346-6690-4662-51028,"Aug 7, 2021",5:19:27 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cruiserltesq,US,AL,35126,USD,5.49,0.8502,EUR,4.67
GPA.3346-6690-4662-51028,"Aug 7, 2021",5:19:27 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cruiserltesq,US,AL,35126,USD,-0.82,0.8502,EUR,-0.7
GPA.3302-2668-5500-37935,"Aug 7, 2021",5:20:09 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cruiserltesq,US,AL,35126,USD,3.49,0.8502,EUR,2.97
GPA.3302-2668-5500-37935,"Aug 7, 2021",5:20:09 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cruiserltesq,US,AL,35126,USD,-0.52,0.8502,EUR,-0.44
